a.akar.oasgames.com.,A,54.84.196.240,
a.akes.oasgames.com.,A,54.84.196.240,
a.akpl.oasgames.com.,A,54.84.196.240,
a.aktr.oasgames.com.,A,54.84.196.240,
a.botpt.oasgames.com.,A,54.84.196.240,
a.caes.oasgames.com.,A,54.84.196.240,
a.catr.oasgames.com.,A,54.84.196.240,
a.ddtes.oasgames.com.,A,54.84.196.240,
a.eoept.oasgames.com.,A,54.84.196.240,
a.gogen.oasgames.com.,A,54.84.196.240,
a.goges.oasgames.com.,A,54.84.196.240,
a.gogpl.oasgames.com.,A,54.84.196.240,
a.gogtr.oasgames.com.,A,54.84.196.240,
a.gtest.oasgames.com.,A,54.84.196.240,
a.irpt.oasgames.com.,A,54.84.196.240,
a.istriketr.oasgames.com.,A,54.84.196.240,
a.katr.oasgames.com.,A,54.84.196.240,
a.koips4en.oasgames.com.,A,54.84.196.240,
a.koips4tw.oasgames.com.,A,54.84.196.240,
a.ksde.oasgames.com.,A,54.84.196.240,
a.kspt.oasgames.com.,A,54.84.196.240,
a.lees.oasgames.com.,A,54.84.196.240,
a.lepl.oasgames.com.,A,54.84.196.240,
a.lept.oasgames.com.,A,54.84.196.240,
a.leru.oasgames.com.,A,54.84.196.240,
a.loar.oasgames.com.,A,54.84.196.240,
a.loel.oasgames.com.,A,54.84.196.240,
a.lofr.oasgames.com.,A,54.84.196.240,
a.loit.oasgames.com.,A,54.84.196.240,
a.loru.oasgames.com.,A,54.84.196.240,
a.mwen.oasgames.com.,A,54.84.196.240,
a.mwpt.oasgames.com.,A,54.84.196.240,
a.mwtr.oasgames.com.,A,54.84.196.240,
a.narutode.oasgames.com.,A,54.84.196.240,
a.narutoen.oasgames.com.,A,54.84.196.240,
a.narutofr.oasgames.com.,A,54.84.196.240,
a.narutopt.oasgames.com.,A,54.84.196.240,
a.oktr.oasgames.com.,A,54.84.196.240,
a.pwartr.oasgames.com.,A,54.84.196.240,
a.sctr.oasgames.com.,A,54.84.196.240,
a.slen.oasgames.com.,A,54.84.196.240,
a.sosde.oasgames.com.,A,54.84.196.240,
a.wftr.oasgames.com.,A,54.84.196.240,
a.zgtw.oasgames.com.,A,54.84.196.240,
a2.lobr.oasgames.com.,A,54.84.196.240,
a2.lode.oasgames.com.,A,54.84.196.240,
a2.loes.oasgames.com.,A,54.84.196.240,
a2.lonl.oasgames.com.,A,54.84.196.240,
a2.lopl.oasgames.com.,A,54.84.196.240,
a2.losv.oasgames.com.,A,54.84.196.240,
a2.lotr.oasgames.com.,A,54.84.196.240,
adjust.oasgames.com.,A,52.88.5.21,
adm.lobr.oasgames.com.,A,54.84.196.240,
adm.odp.oasgames.com.,A,54.84.196.240,
adm.pay.oasgames.com.,A,52.70.122.221,
adm.shop.oasgames.com.,A,52.88.5.21,
adm.support.oasgames.com.,A,52.24.73.40,
adm.vipcore.oasgames.com.,A,52.24.73.40,
admin.mobile.oasgames.com.,CNAME,OMDP-elb-1773868844.us-east-1.elb.amazonaws.com,
admin2.mobile.oasgames.com.,CNAME,OMDP-elb-1773868844.us-east-1.elb.amazonaws.com,
aipt.oasgames.com.,CNAME,OMDP-elb-1773868844.us-east-1.elb.amazonaws.com,
akar.oasgames.com.,CNAME,ODP-ELB-687878703.us-east-1.elb.amazonaws.com,
akes.oasgames.com.,CNAME,ODP-ELB-687878703.us-east-1.elb.amazonaws.com,
akpl.oasgames.com.,CNAME,ODP-ELB-687878703.us-east-1.elb.amazonaws.com,
aktr.oasgames.com.,CNAME,ODP-ELB-687878703.us-east-1.elb.amazonaws.com,
all.oasgames.com.,A,52.25.124.174,
ap.dmp.oasgames.com.,CNAME,elb-oas-dmp-singapore-1273079339.ap-southeast-1.elb.amazonaws.com,
api.mobile.oasgames.com.,CNAME,OMDP-elb-1773868844.us-east-1.elb.amazonaws.com,
api_mobile.oasgames.com.,CNAME,OMDP-elb-1773868844.us-east-1.elb.amazonaws.com,
apisdk-mini.mobile.oasgames.com.,CNAME,OMDP-elb-1773868844.us-east-1.elb.amazonaws.com,
apisdk.mobile.ninjaol.com.,A,52.73.128.146,
apisdkaws.mobile.oasgames.com.,CNAME,OMDP-elb-1773868844.us-east-1.elb.amazonaws.com,
ar.oasgames.com.,A,52.25.124.174,
arapp.mobile.oasgames.com.,A,52.86.187.230,
ask.oasgames.com.,A,52.27.245.68,
assist0.ogddt.oasgames.com.,A,46.4.93.52,
awsziyuan-test.ermaydani.com.,A,52.29.60.156,
bmaws.ermaydani.com.,A,52.91.233.229,
botpt.oasgames.com.,CNAME,ODP-ELB-687878703.us-east-1.elb.amazonaws.com,
br.oasgames.com.,A,52.25.124.174,
c.oasgames.com.,A,64.237.62.3,
caes.oasgames.com.,CNAME,ODP-ELB-687878703.us-east-1.elb.amazonaws.com,
catr.oasgames.com.,CNAME,ODP-ELB-687878703.us-east-1.elb.amazonaws.com,
cdn-resource.ermaydani.com.,A,52.91.233.229,
cdn2-client-naruto-pt.oasgames.com.,A,54.64.224.48,
cdn2-mini-client.oasgames.com.,A,54.64.224.48,
cdn2.de.naruto.oasgames.com.,A,54.64.224.48,
cdn2.pt.naruto.oasgames.com.,A,54.64.224.48,
cdnaws.mtbpt.oasgames.com.,A,54.175.239.90,
channel-pool.mobile.oasgames.com.,A,54.174.83.29,
chatlive.oasgames.com.,A,52.24.73.40,
company.oasgames.com.,A,64.237.62.3,
corporate.oasgames.com.,A,64.237.62.3,
cps.oasgames.com.,A,52.27.225.236,
ddtes.oasgames.com.,CNAME,ODP-ELB-687878703.us-east-1.elb.amazonaws.com,
de.oasgames.com.,A,52.25.124.174,
el.oasgames.com.,A,52.25.124.174,
en.hyol.oasgames.com.,A,52.68.122.109,
en.oasgames.com.,A,52.25.124.174,
eoept.oasgames.com.,CNAME,ODP-ELB-687878703.us-east-1.elb.amazonaws.com,
